OTU_id	F14RhizoFungi.2p.A1	F14RhizoFungi.2p.C2	F14RhizoFungi.2p.C4	F14RhizoFungi.2p.D3	F14RhizoFungi.H8	F14RhizoFungi.H9	F14Group.Rhizo108	F14Group.Rhizo99	F14RhizoFungi.G10	F14RhizoFungi.H3	F15RhizoFungi.2p.B1	F15RhizoFungi.2p.C2	F15RhizoFungi.2p.A1	F15RhizoFungi.2p.B5	F15RhizoFungi.2p.D3	F15RhizoFungi.H8	F15Group.Rhizo111	F15Group.Rhizo108	F15RhizoFungi.G10	F15RhizoFungi.G5
Otu01054	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
Otu01061	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15
Otu01079	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0
Otu01083	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	2	2	0	0	0
Otu01085	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
Otu01087	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Otu01091	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu01093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9
Otu01096	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01097	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu01102	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01107	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01108	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01112	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0
Otu01120	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01122	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
Otu01123	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Otu01124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu01126	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01127	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0
Otu01144	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01147	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Otu01155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
Otu01159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
Otu01161	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01166	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0
Otu01177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
Otu01179	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
Otu01190	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0
Otu01198	0	2	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Otu01209	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01211	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3
Otu01215	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu01221	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Otu01223	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01232	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Otu01233	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
Otu01256	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01258	5	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
Otu01261	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu01267	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu01268	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
Otu01269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0
Otu01271	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01272	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01274	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01286	0	0	0	0	0	2	0	0	0	0	2	0	0	10	0	0	0	0	0	0
Otu01289	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Otu01290	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1
Otu01293	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01294	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu01306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
Otu01308	0	0	0	0	0	0	0	0	0	0	1	0	0	23	0	2	0	0	0	0
Otu01309	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Otu01314	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Otu01320	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Otu01321	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
Otu01330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu01331	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
Otu01334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu01336	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
Otu01340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Otu01341	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01344	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Otu01347	0	0	1	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0
Otu01357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
Otu01364	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Otu01368	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01378	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Otu01386	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu01388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu01394	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01395	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu01399	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01405	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu01412	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
Otu01414	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Otu01425	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
Otu01434	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01435	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01439	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu01443	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Otu01445	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01451	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
Otu01453	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0
Otu01463	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu01467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu01471	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01472	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	2	0	0	0
Otu01475	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01481	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01483	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu01484	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01488	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Otu01490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Otu01505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu01506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01507	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01510	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu01511	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01521	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01523	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
Otu01524	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu01526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Otu01528	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01529	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01530	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Otu01531	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0
Otu01544	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Otu01551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Otu01554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
Otu01558	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Otu01563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu01564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
Otu01570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
Otu01571	0	0	0	0	0	11	0	0	0	0	0	0	0	0	12	0	0	0	0	0
Otu01581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu01586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Otu01589	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01595	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01601	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
Otu01603	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
Otu01604	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu01607	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu01609	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
Otu01613	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu01615	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Otu01618	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu01622	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01631	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01633	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01640	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu01646	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu01649	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu01651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
Otu01652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12
Otu01667	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01668	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01674	2	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
Otu01684	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
Otu01732	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Otu01733	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0
Otu01738	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01750	0	0	0	0	0	0	0	1	0	12	0	1	0	0	0	0	0	0	0	0
Otu01756	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01772	0	0	3	7	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01781	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01783	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01788	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu01791	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01802	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01804	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Otu01805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01806	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu01809	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu01810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
Otu01818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01835	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu01837	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01843	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01846	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Otu01847	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0
Otu01848	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Otu01857	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
Otu01858	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Otu01860	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu01865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
Otu01866	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1
Otu01873	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Otu01878	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Otu01880	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01881	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0
Otu01882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu01884	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu01887	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu01902	1	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0
Otu01908	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Otu01910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01913	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
Otu01914	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01926	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
Otu01927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu01929	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Otu01938	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu01940	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu01947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01951	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01952	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu01959	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Otu01968	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01969	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Otu01974	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01976	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01989	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu01994	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
Otu02009	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
Otu02019	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu02024	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Otu02025	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
Otu02043	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02046	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu02049	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Otu02051	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02062	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Otu02069	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02076	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0
Otu02090	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Otu02105	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Otu02111	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu02112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
Otu02114	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu02122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu02124	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0
Otu02128	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
Otu02136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Otu02139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu02144	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Otu02148	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0
Otu02150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu02152	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu02156	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Otu02159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Otu02161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu02164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu02168	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02172	0	0	0	0	0	0	0	0	0	0	0	4	1	4	0	0	0	0	0	0
Otu02186	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
Otu02198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Otu02209	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Otu02211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu02222	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0
Otu02223	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02235	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02236	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu02238	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Otu02243	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu02270	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
Otu02284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Otu02286	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Otu02287	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1
Otu02288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
Otu02291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu02298	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu02310	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02311	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu02312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Otu02314	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02316	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu02318	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Otu02321	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
Otu02342	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Otu02351	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02385	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu02386	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02408	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
Otu02416	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu02430	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02441	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu02444	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Otu02457	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02464	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
Otu02549	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu02554	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0
Otu02555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu02565	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02568	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu02574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Otu02583	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Otu02607	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu02608	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02612	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
Otu02629	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Otu02652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu02661	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02668	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu02686	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
