"","Count","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","module","connectivity","participation","role","Compartment","Rootstock"
"Otu004151","319","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00415",8,-0.939489535224883,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002701","722","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__Fusarium_kurunegalense","Otu00270",8,-0.708737719555614,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00131","1974","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidium","s__Olpidium_brassicae","Otu00131",8,-0.708737719555614,0.375,"Peripheral","Rhizosphere","RST-04-106"
"Otu003161","512","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mucorales","f__Umbelopsidaceae","g__Umbelopsis","s__Umbelopsis_ovata","Otu00316",8,-0.708737719555614,0.375,"Peripheral","Rhizosphere","RST-04-106"
"Otu003911","361","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__Lysurus_cruciatus","Otu00391",8,-0.708737719555614,0.375,"Peripheral","Rhizosphere","RST-04-106"
"Otu000772","4046","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_capitata","Otu00077",8,-0.477985903886344,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002011","1183","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","f__Microascaceae_unclassified",NA,"Otu00201",8,-0.477985903886344,0.612244897959183,"Peripheral","Rhizosphere","RST-04-106"
"Otu003151","525","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__Lysurus_cruciatus","Otu00315",8,-0.247234088217075,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001612","1635","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_order_Incertae_sedis","f__Pseudeurotiaceae","g__Pseudogymnoascus","s__Pseudogymnoascus_roseus","Otu00161",8,-0.247234088217075,0.277777777777778,"Peripheral","Rhizosphere","RST-04-106"
"Otu001262","2112","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Trichosporon","s__Trichosporon_ovoides","Otu00126",8,0.445021358790733,0.34,"Peripheral","Rhizosphere","RST-04-106"
"Otu001992","1209","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__unclassified_Bionectriaceae","s__Bionectriaceae_sp","Otu00199",8,0.445021358790733,0.34,"Peripheral","Rhizosphere","RST-04-106"
"Otu001432","1850","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scedosporium","s__Scedosporium_minutispora","Otu00143",8,0.445021358790733,0.444444444444444,"Peripheral","Rhizosphere","RST-04-106"
"Otu000202","21248","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00020",8,0.445021358790733,0.513888888888889,"Peripheral","Rhizosphere","RST-04-106"
"Otu000762","4062","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_pilosum","Otu00076",8,0.675773174460003,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000162","26597","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidium","s__Olpidium_brassicae","Otu00016",8,0.675773174460003,0.18,"Peripheral","Rhizosphere","RST-04-106"
"Otu001252","2124","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Occultifur","s__Occultifur_externus","Otu00125",8,0.675773174460003,0.297520661157025,"Peripheral","Rhizosphere","RST-04-106"
"Otu000122","33940","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__Thanatephorus_cucumeris","Otu00012",8,0.675773174460003,0.314049586776859,"Peripheral","Rhizosphere","RST-04-106"
"Otu000552","5802","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__Exophiala_equina","Otu00055",8,0.906524990129272,0.165289256198347,"Peripheral","Rhizosphere","RST-04-106"
"Otu000512","6193","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__Bipolaris_microstegii","Otu00051",8,0.906524990129272,0.291666666666667,"Peripheral","Rhizosphere","RST-04-106"
"Otu000352","8871","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","f__Dipodascaceae_unclassified",NA,"Otu00035",8,1.59878043713708,0.3046875,"Peripheral","Rhizosphere","RST-04-106"
"Otu001552","1700","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__Lysurus_cruciatus","Otu00155",8,2.06028406847562,0.349030470914127,"Peripheral","Rhizosphere","RST-04-106"
"Otu000632","4891","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__unclassified_Ustilaginales","g__unclassified_Ustilaginales","s__Ustilaginales_sp","Otu00063",8,2.29103588414489,0.345,"Peripheral","Rhizosphere","RST-04-106"
"Otu002412","882","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Occultifur","s__Occultifur_externus","Otu00241",9,-0.602414496676874,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00283","664","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Pochonia","s__Pochonia_chlamydosporia","Otu00283",9,-0.602414496676874,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00353","428","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Candida","s__Candida_subhashii","Otu00353",9,-0.602414496676874,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu004012","348","k__Fungi","p__Zygomycota","c__unclassified_Zygomycota","o__unclassified_Zygomycota","f__unclassified_Zygomycota","g__unclassified_Zygomycota","s__Zygomycota_sp","Otu00401",9,-0.602414496676874,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00475","250","k__Fungi","p__Basidiomycota","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified",NA,"Otu00475",9,-0.602414496676874,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu004881","242","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Candida","s__Candida_subhashii","Otu00488",9,-0.602414496676874,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00698","122","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00698",9,-0.602414496676874,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000851","3489","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00085",9,-0.0803219328902498,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00408","337","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__Entoloma_sp","Otu00408",9,-0.0803219328902498,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001821","1325","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__unclassified_Sporidiobolales","g__unclassified_Sporidiobolales","s__Sporidiobolales_sp","Otu00182",9,-0.0803219328902498,0.444444444444445,"Peripheral","Rhizosphere","RST-04-106"
"Otu001581","1673","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Trichosporon","s__Trichosporon_gamsii","Otu00158",9,0.441770630896375,0.375,"Peripheral","Rhizosphere","RST-04-106"
"Otu00059","5643","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Candida","s__Candida_quercitrusa","Otu00059",9,0.963863194682999,0.32,"Peripheral","Rhizosphere","RST-04-106"
"Otu00373","387","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Candida","s__Candida_boleticola","Otu00373",9,3.0522334498295,0,"Peripheral Hub","Rhizosphere","RST-04-106"
"Otu00827","86","k__Fungi","p__Basidiomycota","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified",NA,"Otu00827",10,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu01174","44","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu01174",10,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001281","2052","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Aspergillus","s__Aspergillus_cibarius","Otu00128",11,-1.1681873369179,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00295","602","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Montagnulaceae","f__Montagnulaceae_unclassified",NA,"Otu00295",11,-1.1681873369179,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00674","132","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","f__Spizellomycetaceae_unclassified",NA,"Otu00674",11,-1.1681873369179,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000601","5086","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__Metarhizium_pinghaense","Otu00060",11,-1.1681873369179,0.5,"Peripheral","Rhizosphere","RST-04-106"
"Otu000721","4365","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__Gymnoascus","s__Gymnoascus_sp_02NH07","Otu00072",11,-1.1681873369179,0.5,"Peripheral","Rhizosphere","RST-04-106"
"Otu000172","25701","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_family_Incertae_sedis","g__Monographella","s__Monographella_cucumerina","Otu00017",11,-0.566393860323831,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000541","5879","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_nepalense","Otu00054",11,-0.566393860323831,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu003872","365","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Agaricostilbaceae","g__Sterigmatomyces","s__Sterigmatomyces_halophilus","Otu00387",11,-0.566393860323831,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu01135","46","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Sporisorium","s__Sporisorium_themedae_arguentis","Otu01135",11,0.0353996162702398,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001342","1958","k__Fungi","p__Ascomycota","c__Eurotiomycetes","c__Eurotiomycetes_unclassified","c__Eurotiomycetes_unclassified","c__Eurotiomycetes_unclassified",NA,"Otu00134",11,0.0353996162702398,0.56,"Peripheral","Rhizosphere","RST-04-106"
"Otu000502","6270","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Davidiella","s__Davidiella_tassiana","Otu00050",11,0.63719309286431,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000322","9820","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","o__Capnodiales_unclassified","o__Capnodiales_unclassified",NA,"Otu00032",11,0.63719309286431,0.32,"Peripheral","Rhizosphere","RST-04-106"
"Otu000242","17057","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00024",11,0.63719309286431,0.5,"Peripheral","Rhizosphere","RST-04-106"
"Otu000112","36716","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__Thanatephorus_cucumeris","Otu00011",11,1.23898656945838,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002341","921","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00234",11,1.23898656945838,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00350","433","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__Spizellomyces_dolichospermus","Otu00350",11,1.23898656945838,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000301","11000","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_nepalense","Otu00030",11,1.84078004605245,0.244897959183673,"Peripheral","Rhizosphere","RST-04-106"
"Otu000262","14966","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00026",12,-0.868514312754815,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu004791","247","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00479",12,-0.868514312754815,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00618","155","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00618",12,-0.868514312754815,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu01095","50","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu01095",12,-0.868514312754815,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00297","598","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00297",12,-0.868514312754815,0.5,"Peripheral","Rhizosphere","RST-04-106"
"Otu00431","300","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00431",12,-0.448265451744421,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00858","82","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00858",12,-0.448265451744421,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000071","46176","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Otu00007",12,-0.0280165907340263,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000251","15343","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_capitata","Otu00025",12,-0.0280165907340263,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00210","1118","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00210",12,-0.0280165907340263,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00021","18995","k__Fungi","p__Ascomycota","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified",NA,"Otu00021",12,-0.0280165907340263,0.375,"Peripheral","Rhizosphere","RST-04-106"
"Otu00178","1345","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00178",12,0.392232270276368,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001721","1401","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00172",12,0.812481131286762,0.277777777777778,"Peripheral","Rhizosphere","RST-04-106"
"Otu001052","2664","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00105",12,1.23272999229716,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000102","40081","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00010",12,2.91372543633873,0,"Peripheral Hub","Rhizosphere","RST-04-106"
"Otu00281","668","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","f__Glomeraceae_unclassified",NA,"Otu00281",13,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu01225","40","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu01225",13,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00318","511","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00318",14,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00369","393","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","f__Ceratobasidiaceae_unclassified",NA,"Otu00369",14,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00100","2854","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodosporidium","s__Rhodosporidium_diobovatum","Otu00100",15,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00194","1223","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA,"Otu00194",15,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00062","4914","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Cordyceps","s__Cordyceps_bassiana","Otu00062",16,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00470","257","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00470",16,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001021","2710","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus_albidus","Otu00102",17,-1.06066017177982,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00366","399","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodotorula","s__Rhodotorula_slooffiae","Otu00366",17,-1.06066017177982,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu004231","307","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00423",17,-1.06066017177982,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00537","206","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA,"Otu00537",17,-1.06066017177982,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001702","1519","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00170",17,-3.6523049185398e-16,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002401","885","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA,"Otu00240",17,1.06066017177982,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00285","652","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00285",17,1.06066017177982,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00308","550","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA,"Otu00308",17,1.06066017177982,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002131","1092","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_sp","Otu00213",17,1.06066017177982,0.375,"Peripheral","Rhizosphere","RST-04-106"
"Otu001531","1752","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__unclassified_Tremellomycetes","f__unclassified_Tremellomycetes","g__unclassified_Tremellomycetes","s__Tremellomycetes_sp","Otu00153",18,-0.75,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00978","62","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodotorula",NA,"Otu00978",18,-0.75,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu01229","39","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_family_Incertae_sedis","g__Fellomyces","s__Fellomyces_fuzhouensis","Otu01229",18,-0.75,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00786","96","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Arachnion","s__Arachnion_album","Otu00786",18,0.5,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00183","1317","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Debaryomyces",NA,"Otu00183",18,1.75,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000462","6692","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00046",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000691","4518","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_sp","Otu00069",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001041","2668","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","f__Phaeosphaeriaceae_unclassified",NA,"Otu00104",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00148","1806","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Pseudozyma","s__Pseudozyma_aphidis","Otu00148",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001671","1569","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00167",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00458","270","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00458",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00468","259","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00468",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00609","159","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__Pyrenochaetopsis_sp_NRRL_62966","Otu00609",19,-0.846016950687788,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001752","1362","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stephanosporaceae","g__unclassified_Stephanosporaceae","s__Stephanosporaceae_sp","Otu00175",19,-0.495940971092841,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00269","732","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00269",19,-0.495940971092841,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002711","717","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__unclassified_Sporidiobolales","s__Sporidiobolales_sp","Otu00271",19,-0.495940971092841,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00310","541","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Pseudozyma","s__Pseudozyma_sp","Otu00310",19,-0.495940971092841,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00705","120","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00705",19,-0.495940971092841,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00079","3921","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_family_Incertae_sedis","g__Phoma","s__Phoma_sp_UASWS0872","Otu00079",19,-0.495940971092841,0.444444444444445,"Peripheral","Rhizosphere","RST-04-106"
"Otu00144","1835","k__Fungi","p__Basidiomycota","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified","p__Basidiomycota_unclassified",NA,"Otu00144",19,-0.145864991497894,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00360","409","k__Fungi","p__Rozellomycota","c__unclassified_Rozellomycota","o__unclassified_Rozellomycota","f__unclassified_Rozellomycota","g__unclassified_Rozellomycota","s__Rozellomycota_sp","Otu00360",19,-0.145864991497894,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00630","150","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00630",19,0.204210988097053,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002061","1133","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_exigua","Otu00206",19,0.554286967692,0.277777777777778,"Peripheral","Rhizosphere","RST-04-106"
"Otu002551","808","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Stagonospora",NA,"Otu00255",19,0.904362947286947,0,"Peripheral","Rhizosphere","RST-04-106"
