"","Count","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","module","connectivity","participation","role","Compartment","Rootstock"
"Otu00555","195","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00555",10,-0.707106781186547,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00305","558","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00305",10,1.4142135623731,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000381","7832","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_humilis","Otu00038",11,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu002871","627","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__Lysurus_cruciatus","Otu00287",11,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00239","895","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__Conocybe_crispella","Otu00239",12,-0.577350269189626,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu003871","365","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Agaricostilbaceae","g__Sterigmatomyces","s__Sterigmatomyces_halophilus","Otu00387",12,-0.577350269189626,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00934","67","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00934",12,-0.577350269189626,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00443","286","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00443",12,1.73205080756888,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000031","168987","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","f__Pyronemataceae_unclassified",NA,"Otu00003",13,-0.912870929175277,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu001561","1689","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","f__Pleosporaceae_unclassified",NA,"Otu00156",13,-0.912870929175277,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00501","235","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__Bipolaris_microstegii","Otu00501",13,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00608","159","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_sp","Otu00608",13,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000021","176227","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","o__Pezizales_unclassified","o__Pezizales_unclassified",NA,"Otu00002",13,1.82574185835055,0.32,"Peripheral","Rhizosphere","Selfgraft"
"Otu00371","391","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00371",14,-1.58113883008419,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00381","373","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Trichosporon","s__Trichosporon_guehoae","Otu00381",14,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00456","274","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_chlamydospora","Otu00456",14,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00488","242","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Candida","s__Candida_subhashii","Otu00488",14,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00260","793","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Candida","s__Candida_subhashii","Otu00260",14,1.58113883008419,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu001011","2728","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Melampsoraceae","g__Melampsora","s__Melampsora_sp_hyb8_3_1","Otu00101",15,-1.10964594273209,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu001421","1863","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sp_SJ_2014","Otu00142",15,-1.10964594273209,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00198","1210","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus_flavus","Otu00198",15,-1.10964594273209,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu002001","1204","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scedosporium","s__Scedosporium_minutispora","Otu00200",15,-1.10964594273209,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00451","279","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__unclassified_Eurotiomycetes","f__unclassified_Eurotiomycetes","g__unclassified_Eurotiomycetes","s__Eurotiomycetes_sp","Otu00451",15,-1.10964594273209,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00154","1716","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00154",15,-0.781440804740908,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000941","3183","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilago","s__Ustilago_sp","Otu00094",15,-0.781440804740908,0.625,"Connector","Rhizosphere","Selfgraft"
"Otu001891","1243","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","f__Pleosporaceae_unclassified",NA,"Otu00189",15,-0.453235666749727,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00557","193","k__Fungi","p__Ascomycota","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified",NA,"Otu00557",15,-0.453235666749727,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00060","5086","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__Metarhizium_pinghaense","Otu00060",15,-0.125030528758545,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000831","3709","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodotorula","s__Rhodotorula_taiwanensis","Otu00083",15,-0.125030528758545,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00107","2610","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Rhodotorula","s__Rhodotorula_slooffiae","Otu00107",15,-0.125030528758545,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000101","40081","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00010",15,-0.125030528758545,0.32,"Peripheral","Rhizosphere","Selfgraft"
"Otu00054","5879","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_nepalense","Otu00054",15,-0.125030528758545,0.571428571428572,"Peripheral","Rhizosphere","Selfgraft"
"Otu00030","11000","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_family_Incertae_sedis","g__Acremonium","s__Acremonium_nepalense","Otu00030",15,0.203174609232636,0.277777777777778,"Peripheral","Rhizosphere","Selfgraft"
"Otu00293","605","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__unclassified_Gymnoascaceae","s__Gymnoascaceae_sp","Otu00293",15,0.859584885214999,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000281","11962","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus_terreus","Otu00028",15,0.859584885214999,0.21875,"Peripheral","Rhizosphere","Selfgraft"
"Otu00007","46176","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Otu00007",15,1.51599516119736,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00072","4365","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__Gymnoascus","s__Gymnoascus_sp_02NH07","Otu00072",15,1.51599516119736,0.297520661157025,"Peripheral","Rhizosphere","Selfgraft"
"Otu000261","14966","k__Fungi","p__Ascomycota","c__Sordariomycetes","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified","c__Sordariomycetes_unclassified",NA,"Otu00026",15,1.51599516119736,0.416666666666667,"Peripheral","Rhizosphere","Selfgraft"
"Otu000201","21248","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00020",15,2.17240543717973,0.260355029585799,"Peripheral","Rhizosphere","Selfgraft"
"Otu00266","756","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00266",16,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu003981","352","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","o__Hypocreales_unclassified","o__Hypocreales_unclassified",NA,"Otu00398",16,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00096","3086","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_bisporalis","Otu00096",17,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00426","304","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","o__Agaricales_unclassified","o__Agaricales_unclassified",NA,"Otu00426",17,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu001331","1962","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stephanosporaceae","g__unclassified_Stephanosporaceae","s__Stephanosporaceae_sp","Otu00133",18,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu001751","1362","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stephanosporaceae","g__unclassified_Stephanosporaceae","s__Stephanosporaceae_sp","Otu00175",18,0,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00274","707","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus_friedmannii","Otu00274",0,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00503","233","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00503",0,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00018","22219","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_ambigua","Otu00018",1,-0.898026510133875,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001321","1969","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00132",1,-0.898026510133875,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001422","1863","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sp_SJ_2014","Otu00142",1,-0.898026510133875,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu003461","445","k__Fungi","p__Rozellomycota","c__unclassified_Rozellomycota","o__unclassified_Rozellomycota","f__unclassified_Rozellomycota","g__unclassified_Rozellomycota","s__Rozellomycota_sp","Otu00346",1,-0.898026510133875,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00356","421","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00356",1,-0.898026510133875,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000372","8258","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sebi","Otu00037",1,-0.269407953040162,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002481","837","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Phallus","s__Phallus_rugulosus","Otu00248",1,-0.269407953040162,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00078","3934","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Phallus","s__Phallus_rugulosus","Otu00078",1,-0.269407953040162,0.444444444444445,"Peripheral","Rhizosphere","RST-04-106"
"Otu00149","1804","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__Rhizophagus_fasciculatus","Otu00149",1,0.35921060405355,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002181","1043","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_sp","Otu00218",1,0.35921060405355,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002212","1026","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","f__Nectriaceae_unclassified",NA,"Otu00221",1,0.35921060405355,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00119","2215","k__Fungi","p__Ascomycota","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified","p__Ascomycota_unclassified",NA,"Otu00119",1,0.35921060405355,0.375,"Peripheral","Rhizosphere","RST-04-106"
"Otu000342","9056","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_capitata","Otu00034",1,0.987829161147262,0.444444444444445,"Peripheral","Rhizosphere","RST-04-106"
"Otu000022","176227","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","o__Pezizales_unclassified","o__Pezizales_unclassified",NA,"Otu00002",1,2.8736848324284,0.486111111111111,"Connector Hub","Rhizosphere","RST-04-106"
"Otu002522","819","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__Ceratobasidium_sp","Otu00252",2,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00882","77","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00882",2,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00086","3464","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,"Otu00086",3,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu01104","49","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_family_Incertae_sedis","g__Setomelanomma","s__Setomelanomma_sp","Otu01104",3,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000192","21281","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_sp_SJ_2014","Otu00019",4,-1.16059586360657,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00776","100","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__unclassified_Sporidiobolales","g__unclassified_Sporidiobolales","s__Sporidiobolales_sp","Otu00776",4,-1.16059586360657,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu01047","55","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA,"Otu01047",4,-1.16059586360657,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00338","451","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_bisporalis","Otu00338",4,-0.649933683619681,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00591","167","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia","s__Capronia_semi-immersa","Otu00591",4,-0.649933683619681,0.5,"Peripheral","Rhizosphere","RST-04-106"
"Otu001372","1939","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__Gibberella_intricans","Otu00137",4,0.371390676354104,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00163","1590","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00163",4,0.371390676354104,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00291","607","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Phallus","s__Phallus_rugulosus","Otu00291",4,0.371390676354104,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002872","627","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__Lysurus_cruciatus","Otu00287",4,0.371390676354104,0.571428571428572,"Peripheral","Rhizosphere","RST-04-106"
"Otu000562","5670","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Botryodontia","s__Botryodontia_millavensis","Otu00056",4,1.39271503632789,0.244897959183673,"Peripheral","Rhizosphere","RST-04-106"
"Otu000681","4530","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00068",4,1.90337721631478,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu001012","2728","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Melampsoraceae","g__Melampsora","s__Melampsora_sp_hyb8_3_1","Otu00101",5,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00222","1017","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__Rhizophagus_fasciculatus","Otu00222",5,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00586","171","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","g__Rhizophlyctis",NA,"Otu00586",6,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00775","100","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__unclassified_Chaetothyriales","g__unclassified_Chaetothyriales","s__Chaetothyriales_sp","Otu00775",6,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00780","98","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00780",6,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00282","667","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__Fusarium_tricinctum","Otu00282",7,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu00292","606","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__unclassified_Nectriaceae","s__Nectriaceae_sp","Otu00292",7,0,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000222","18359","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00022",8,-1.17024135089415,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu000412","7219","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00041",8,-1.17024135089415,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002002","1204","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scedosporium","s__Scedosporium_minutispora","Otu00200",8,-1.17024135089415,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu002632","783","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Sporobolomyces","s__Sporobolomyces_oryzicola","Otu00263",8,-1.17024135089415,0,"Peripheral","Rhizosphere","RST-04-106"
"Otu003241","497","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00324",8,-1.17024135089415,0,"Peripheral","Rhizosphere","RST-04-106"
