OTU_id	F14RhizoFungi.2p.A4	F14RhizoFungi.2p.A6	F14RhizoFungi.2p.B3	F14RhizoFungi.2p.D1	F14RhizoFungi.2p.D6	F14RhizoFungi.H11	F14Group.Rhizo111	F14RhizoFungi.G12	F14RhizoFungi.G7	F14RhizoFungi.H5	F15RhizoFungi.2p.A4	F15RhizoFungi.2p.B3	F15RhizoFungi.2p.D1	F15RhizoFungi.2p.D6	F15RhizoFungi.H11	F15RhizoFungi.2p.A6	F15RhizoFungi.G12	F15RhizoFungi.G2	F15RhizoFungi.G7	F15RhizoFungi.H5
Otu00947	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0	0	0
Otu00949	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0
Otu00950	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu00955	0	0	0	0	0	0	0	0	0	0	0	26	0	0	2	0	0	0	0	0
Otu00960	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
Otu00967	0	0	0	7	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
Otu00969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Otu00973	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0
Otu00974	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
Otu00975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
Otu00976	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu00978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
Otu00980	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Otu00982	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Otu00986	2	0	0	0	0	2	0	0	0	0	0	0	13	0	0	1	0	0	0	0
Otu00992	0	1	1	4	2	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0
Otu00995	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Otu00996	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Otu01000	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu01001	0	0	0	0	0	0	0	0	3	6	1	0	0	4	0	0	0	0	0	0
Otu01003	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01005	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0
Otu01007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu01015	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	0
Otu01016	0	0	1	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0
Otu01018	0	4	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01022	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
Otu01023	15	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0
Otu01025	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu01026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu01028	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01030	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0
Otu01033	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
Otu01034	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Otu01041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	11
Otu01045	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0
Otu01046	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu01047	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
Otu01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0
Otu01057	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0
Otu01063	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01075	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01078	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0
Otu01080	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
Otu01083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Otu01095	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01096	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0
Otu01099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01102	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu01104	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
Otu01110	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu01113	0	0	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu01123	0	0	1	3	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Otu01133	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu01135	0	0	0	0	0	0	0	16	0	5	0	0	0	0	0	0	0	0	0	0
Otu01137	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
Otu01143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
Otu01144	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu01155	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu01160	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
Otu01164	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0
Otu01166	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Otu01174	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
Otu01178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
Otu01181	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0
Otu01183	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01184	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0
Otu01188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Otu01197	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01200	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01203	0	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
Otu01214	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu01223	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01225	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
Otu01228	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu01229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
Otu01230	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01231	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1	1	3
Otu01232	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0
Otu01235	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01237	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu01239	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
Otu01243	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Otu01244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
Otu01254	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01255	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Otu01261	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu01280	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu01281	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu01288	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
Otu01289	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0
Otu01293	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
Otu01295	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu01297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Otu01298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
Otu01299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Otu01307	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu01310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu01313	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu01314	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0
Otu01315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu01320	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0
Otu01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	31	0
Otu01338	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu01344	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0
Otu01345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26
Otu01347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu01352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0
Otu01353	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu01360	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0
Otu01362	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
Otu01370	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Otu01371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01373	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
Otu01380	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
Otu01396	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu01400	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu01408	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	27	0
Otu01410	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Otu01414	0	0	0	0	0	0	0	0	7	3	0	0	0	2	0	0	1	0	0	0
Otu01415	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0
Otu01422	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	5
Otu01423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
Otu01425	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
Otu01429	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Otu01430	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
Otu01434	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01435	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01439	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0
Otu01444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11
Otu01455	0	0	0	0	0	0	0	0	0	0	1	2	0	2	5	0	0	0	0	0
Otu01458	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
Otu01459	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01462	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu01469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
Otu01481	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Otu01482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Otu01498	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	0	0
Otu01502	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
Otu01503	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
Otu01507	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
Otu01510	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu01511	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
Otu01514	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
Otu01522	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu01523	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
Otu01524	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01525	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01528	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Otu01533	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01542	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Otu01547	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01554	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu01556	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01558	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu01577	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Otu01580	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
Otu01583	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01584	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Otu01585	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
Otu01589	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01591	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu01593	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01594	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Otu01609	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	7	0
Otu01616	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
Otu01618	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Otu01619	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
Otu01625	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	2	0
Otu01626	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Otu01632	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu01656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
Otu01675	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01683	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0
Otu01684	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
Otu01690	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
Otu01700	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0
Otu01704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0
Otu01712	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Otu01714	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0
Otu01726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
Otu01733	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu01736	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01738	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu01741	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
Otu01748	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0
Otu01762	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Otu01767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu01775	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
Otu01780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Otu01781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Otu01783	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
Otu01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu01790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
Otu01798	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Otu01808	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Otu01817	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
Otu01818	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	0
Otu01819	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
Otu01820	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01822	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Otu01823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu01826	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Otu01853	0	0	0	0	0	0	0	0	0	0	0	11	0	1	3	0	0	0	0	0
Otu01856	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Otu01868	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
Otu01871	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
Otu01873	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01883	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01891	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01897	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0
Otu01916	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Otu01918	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu01922	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu01933	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01938	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
Otu01941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
Otu01944	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0
Otu01945	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Otu01950	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01958	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01963	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu01967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
Otu01987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Otu01988	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2
Otu01994	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01996	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02007	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
Otu02019	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Otu02022	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
Otu02025	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu02033	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
Otu02039	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Otu02046	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0
Otu02053	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02060	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
Otu02067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu02075	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0
Otu02079	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02085	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0
Otu02093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu02096	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu02117	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02124	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0
Otu02132	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
Otu02146	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu02148	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Otu02179	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02181	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Otu02193	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Otu02202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
Otu02208	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Otu02222	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu02241	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu02243	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Otu02247	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu02250	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02251	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
Otu02256	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
Otu02258	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Otu02267	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu02270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Otu02277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Otu02283	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0
Otu02286	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Otu02308	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02310	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02314	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02326	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu02332	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Otu02342	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Otu02350	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Otu02354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Otu02357	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02367	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Otu02374	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Otu02394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Otu02396	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Otu02398	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0
Otu02406	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0
Otu02410	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0
