OTU_id	F14RhizoFungi.2p.A5	F14RhizoFungi.2p.B4	F14RhizoFungi.2p.C3	F14RhizoFungi.2p.C5	F14RhizoFungi.2p.D2	F14RhizoFungi.H7	F14RhizoFungi.G3	F14RhizoFungi.F11	F14RhizoFungi.G9	F14RhizoFungi.H2	F15RhizoFungi.2p.D4	F15RhizoFungi.H9	F15RhizoFungi.2p.A5	F15RhizoFungi.2p.B4	F15RhizoFungi.H12	F15RhizoFungi.H7	F15RhizoFungi.F11	F15RhizoFungi.G4	F15RhizoFungi.G9	F15RhizoFungi.H2
Otu01015	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Otu01016	1	3	0	2	2	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0
Otu01018	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01020	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu01021	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24	0	0	0
Otu01022	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0
Otu01027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
Otu01030	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu01037	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
Otu01039	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0
Otu01041	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0
Otu01043	9	0	5	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
Otu01044	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01046	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Otu01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Otu01059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Otu01061	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01062	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
Otu01073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
Otu01074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0
Otu01075	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu01076	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0
Otu01079	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0
Otu01083	0	0	0	0	0	0	0	0	0	0	4	1	0	2	2	0	0	0	0	0
Otu01084	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu01092	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu01094	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0
Otu01096	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu01102	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01103	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01112	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01115	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Otu01120	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01121	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
Otu01123	0	0	0	0	1	2	0	0	0	1	0	1	0	0	1	0	1	0	0	0
Otu01125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Otu01126	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu01132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0
Otu01135	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Otu01147	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0
Otu01152	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu01161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
Otu01166	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
Otu01167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Otu01183	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01188	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
Otu01189	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
Otu01192	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Otu01198	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu01200	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
Otu01211	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0
Otu01214	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Otu01215	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
Otu01231	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0
Otu01232	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Otu01239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
Otu01254	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
Otu01255	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Otu01257	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0
Otu01258	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
Otu01261	0	2	0	0	4	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0
Otu01271	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
Otu01279	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Otu01286	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Otu01288	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
Otu01289	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu01295	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01299	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0
Otu01307	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0
Otu01310	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	2
Otu01320	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Otu01326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0
Otu01329	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01331	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu01334	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu01338	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Otu01339	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Otu01340	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0
Otu01344	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu01346	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu01348	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
Otu01351	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu01353	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Otu01354	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Otu01360	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01364	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Otu01369	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01380	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu01384	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01386	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01390	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01397	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01399	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01405	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0
Otu01407	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0
Otu01409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
Otu01412	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu01414	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu01418	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu01430	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Otu01433	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Otu01435	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
Otu01458	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0
Otu01460	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Otu01461	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01463	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3
Otu01472	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Otu01474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
Otu01481	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01482	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
Otu01483	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
Otu01492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Otu01497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Otu01498	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01502	0	4	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Otu01505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Otu01510	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu01513	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0
Otu01523	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Otu01524	0	9	0	0	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Otu01525	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01528	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
Otu01530	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu01542	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0
Otu01544	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Otu01547	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu01552	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
Otu01554	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu01557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
Otu01558	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01561	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01574	0	0	0	0	0	0	0	0	0	0	3	0	0	2	20	0	0	0	0	0
Otu01581	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu01585	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
Otu01591	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0
Otu01600	0	0	0	0	7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu01616	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Otu01617	0	0	1	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu01622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
Otu01626	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Otu01632	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0
Otu01635	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
Otu01639	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Otu01643	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Otu01646	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu01649	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu01657	0	0	0	0	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0
Otu01662	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Otu01667	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01676	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0
Otu01678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01685	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu01692	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01699	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01711	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01718	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01719	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Otu01730	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
Otu01732	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu01737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu01738	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01739	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Otu01740	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu01744	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Otu01745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu01747	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01750	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01751	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0
Otu01752	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
Otu01753	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Otu01756	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01774	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu01782	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu01783	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01793	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
Otu01795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
Otu01797	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Otu01799	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu01807	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01829	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0
Otu01833	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01843	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0
Otu01846	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
Otu01852	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu01869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
Otu01871	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu01874	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01884	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu01892	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01895	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Otu01906	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01916	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01924	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Otu01932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu01933	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu01961	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Otu01971	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu01972	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
Otu01978	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu01980	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01989	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu02006	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02012	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
Otu02016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu02022	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2
Otu02026	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Otu02048	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0
Otu02060	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Otu02061	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu02071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Otu02081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu02086	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu02087	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Otu02089	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu02095	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Otu02098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu02103	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
Otu02109	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02125	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Otu02129	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02146	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Otu02147	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Otu02153	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Otu02157	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Otu02193	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Otu02195	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Otu02204	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Otu02215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Otu02219	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu02236	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu02253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Otu02287	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu02292	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02301	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02306	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Otu02316	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu02319	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
Otu02335	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Otu02337	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu02358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Otu02374	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu02389	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0
Otu02400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Otu02412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Otu02415	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu02416	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu02417	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02438	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Otu02439	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Otu02478	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0
Otu02479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu02497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu02499	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu02501	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu02515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Otu02536	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
Otu02548	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu02576	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Otu02582	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02586	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02601	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02602	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Otu02617	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Otu02626	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu02628	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Otu02632	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Otu02641	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02661	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu02672	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu02684	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu02685	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Otu02716	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
Otu02767	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu02778	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
Otu02809	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02821	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Otu02838	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu02887	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02894	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu02902	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu02926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu02929	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
Otu02934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu02935	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02938	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu02951	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
